Date,Industrial Blue WF_Panching Area
2/23/2018,475.4530
2/24/2018,296.8172
2/25/2018,562.0145
2/26/2018,782.2190
2/27/2018,474.9176
2/28/2018,164.6706
3/1/2018,569.6445
3/2/2018,177.9630
3/3/2018,374.8585
3/4/2018,194.5322
3/5/2018,839.6803
3/6/2018,676.0736
3/7/2018,103.7065
3/8/2018,680.8654
3/9/2018,124.4029
3/10/2018,826.1057
3/11/2018,399.8925
3/12/2018,330.5631
3/13/2018,372.3251
3/14/2018,270.4744
3/15/2018,563.9712
3/16/2018,264.9077
3/17/2018,162.5132
3/18/2018,101.4235
3/19/2018,647.2047
3/20/2018,373.1970
3/21/2018,902.2623
3/22/2018,559.4294
3/23/2018,468.4090
3/24/2018,303.4165
3/25/2018,103.3102
3/26/2018,775.2717
3/27/2018,716.1594
3/28/2018,324.2722
3/29/2018,76.1533
3/30/2018,642.5582
3/31/2018,369.4527
4/1/2018,515.9713
4/2/2018,483.1042
4/3/2018,335.0941
4/4/2018,881.5177
4/5/2018,381.5336
4/6/2018,807.2151
4/7/2018,884.1370
4/8/2018,626.2578
4/9/2018,81.6469
4/10/2018,98.0763
4/11/2018,462.2629
4/12/2018,369.4520
4/13/2018,548.2247
4/14/2018,458.8988
4/15/2018,206.0553
4/16/2018,862.2308
4/17/2018,161.8426
4/18/2018,200.4433
4/19/2018,709.9523
4/20/2018,882.5568
4/21/2018,719.0339
4/22/2018,174.8356
4/23/2018,513.0884
4/24/2018,773.8600
4/25/2018,788.4801
4/26/2018,406.0692
4/27/2018,419.8075
4/28/2018,842.7588
4/29/2018,155.5350
4/30/2018,663.0580
5/1/2018,370.3512
5/2/2018,433.7712
5/3/2018,190.3822
5/4/2018,701.8029
5/5/2018,170.3655
5/6/2018,86.2990
5/7/2018,784.5511
5/8/2018,477.4288
5/9/2018,124.3074
5/10/2018,556.9756
5/11/2018,237.6948
5/12/2018,355.2083
5/13/2018,216.7088
5/14/2018,98.7026
5/15/2018,562.8479
5/16/2018,315.2567
5/17/2018,190.8830
5/18/2018,839.3710
5/19/2018,74.3360
5/20/2018,173.9236
5/21/2018,725.3680
5/22/2018,937.7771
5/23/2018,249.1065
5/24/2018,945.3638
5/25/2018,466.0639
5/26/2018,588.7159
5/27/2018,205.5456
5/28/2018,586.0399
5/29/2018,58.5630
5/30/2018,723.5516
5/31/2018,73.7373
6/1/2018,415.9314
6/2/2018,483.0855
6/3/2018,539.8700
6/4/2018,742.5081
6/5/2018,977.2428
6/6/2018,584.6982
6/7/2018,409.0868
6/8/2018,929.5361
6/9/2018,115.5010
6/10/2018,59.7309
6/11/2018,285.2161
6/12/2018,126.6307
6/13/2018,65.4830
6/14/2018,590.7918
6/15/2018,339.3932
6/16/2018,141.4869
6/17/2018,62.8629
6/18/2018,464.4666
6/19/2018,474.9255
6/20/2018,119.8631
6/21/2018,944.3067
6/22/2018,424.2104
6/23/2018,948.2674
6/24/2018,162.7700
6/25/2018,219.9625
6/26/2018,150.3196
6/27/2018,772.1117
6/28/2018,144.6379
6/29/2018,457.2942
6/30/2018,459.8089
7/1/2018,547.7727
7/2/2018,503.9955
7/3/2018,86.4902
7/4/2018,94.1343
7/5/2018,729.0889
7/6/2018,260.1638
7/7/2018,672.1062
7/8/2018,630.1738
7/9/2018,687.4310
7/10/2018,543.8226
7/11/2018,54.7598
7/12/2018,79.9602
7/13/2018,577.3400
7/14/2018,37.1395
7/15/2018,485.7208
7/16/2018,385.2169
7/17/2018,334.2713
7/18/2018,147.9806
7/19/2018,180.6434
7/20/2018,160.6650
7/21/2018,711.3264
7/22/2018,566.9999
7/23/2018,687.6840
7/24/2018,346.1226
7/25/2018,119.6223
7/26/2018,557.2154
7/27/2018,542.0240
7/28/2018,245.8095
7/29/2018,261.6126
7/30/2018,692.3065
7/31/2018,637.4002
8/1/2018,116.1277
8/2/2018,408.1682
8/3/2018,263.5306
8/4/2018,83.2083
8/5/2018,588.0931
8/6/2018,413.0999
8/7/2018,460.9835
8/8/2018,600.6462
8/9/2018,650.9494
8/10/2018,503.7919
8/11/2018,139.4127
8/12/2018,503.4733
8/13/2018,497.8106
8/14/2018,673.5254
8/15/2018,207.4763
8/16/2018,129.8866
8/17/2018,557.3559
8/18/2018,644.8228
8/19/2018,425.6128
8/20/2018,144.7542
8/21/2018,633.0534
8/22/2018,693.0617
8/23/2018,359.8435
8/24/2018,152.8409
8/25/2018,86.3097
8/26/2018,354.5573
8/27/2018,295.0557
8/28/2018,245.5685
8/29/2018,129.3980
8/30/2018,311.9839
8/31/2018,507.5978
9/1/2018,390.7531
9/2/2018,337.1232
9/3/2018,126.0693
9/4/2018,555.7895
9/5/2018,601.5448
9/6/2018,387.8127
9/7/2018,438.4403
9/8/2018,239.6535
9/9/2018,400.7569
9/10/2018,725.5311
9/11/2018,196.3928
9/12/2018,630.5854
9/13/2018,549.4101
9/14/2018,672.6978
9/15/2018,54.7302
9/16/2018,80.7530
9/17/2018,228.7813
9/18/2018,265.8900
9/19/2018,755.1361
9/20/2018,659.5826
9/21/2018,297.5407
9/22/2018,589.4491
9/23/2018,62.5353
9/24/2018,581.5221
9/25/2018,494.8119
9/26/2018,627.3209
9/27/2018,272.3619
9/28/2018,755.1028
9/29/2018,333.6260
9/30/2018,632.2957
10/1/2018,575.7295
10/2/2018,488.3429
10/3/2018,615.4748
10/4/2018,499.2410
10/5/2018,649.4145
10/6/2018,545.6662
10/7/2018,460.8454
10/8/2018,116.6128
10/9/2018,568.6640
10/10/2018,127.4036
10/11/2018,230.2252
10/12/2018,46.6347
10/13/2018,290.0529
10/14/2018,390.0772
10/15/2018,217.0415
10/16/2018,321.4827
10/17/2018,618.5396
10/18/2018,606.5720
10/19/2018,483.2880
10/20/2018,711.2260
10/21/2018,688.6928
10/22/2018,326.6228
10/23/2018,651.2787
10/24/2018,570.9855
10/25/2018,540.5920
10/26/2018,716.2052
10/27/2018,115.9111
10/28/2018,322.5494
10/29/2018,524.3365
10/30/2018,348.2969
10/31/2018,424.9945
11/1/2018,803.1945
11/2/2018,620.3106
11/3/2018,504.6390
11/4/2018,510.4028
11/5/2018,212.8179
11/6/2018,495.9240
11/7/2018,330.0182
11/8/2018,578.9859
11/9/2018,805.1424
11/10/2018,372.7408
11/11/2018,483.8270
11/12/2018,98.2283
11/13/2018,341.5665
11/14/2018,642.8123
11/15/2018,57.1310
11/16/2018,670.5757
11/17/2018,493.5997
11/18/2018,229.9462
11/19/2018,601.3764
11/20/2018,166.8835
11/21/2018,101.3690
11/22/2018,126.8552
11/23/2018,771.6921
11/24/2018,508.2553
11/25/2018,570.2413
11/26/2018,396.0625
11/27/2018,116.6796
11/28/2018,634.1216
11/29/2018,66.7575
11/30/2018,248.8432
12/1/2018,180.1865
12/2/2018,616.3534
12/3/2018,613.9422
12/4/2018,580.5693
12/5/2018,183.1312
12/6/2018,304.0140
12/7/2018,402.7422
12/8/2018,369.3568
12/9/2018,640.1014
12/10/2018,425.6312
12/11/2018,93.7719
12/12/2018,594.5847
12/13/2018,772.2640
12/14/2018,193.6161
12/15/2018,669.4703
12/16/2018,714.1118
12/17/2018,303.6464
12/18/2018,420.5823
12/19/2018,358.9247
12/20/2018,289.5760
12/21/2018,573.2931
12/22/2018,300.9625
12/23/2018,458.1993
12/24/2018,592.6023
12/25/2018,524.0713
12/26/2018,215.1612
12/27/2018,100.1846
12/28/2018,75.7612
12/29/2018,179.6050
12/30/2018,460.4965
12/31/2018,645.0868
1/1/2019,260.9807
1/2/2019,169.0466
1/3/2019,267.5615
1/4/2019,94.6815
1/5/2019,135.5149
1/6/2019,196.3706
1/7/2019,20.3494
1/8/2019,48.9156
1/9/2019,182.7034
1/10/2019,211.1223
1/11/2019,161.3413
1/12/2019,250.0620
1/13/2019,217.5979
1/14/2019,280.5325
1/15/2019,140.5966
1/16/2019,171.3809
1/17/2019,55.6053
1/18/2019,170.3968
1/19/2019,244.7108
1/20/2019,14.4122
1/21/2019,197.9079
1/22/2019,245.1845
1/23/2019,191.8223
1/24/2019,130.9928
1/25/2019,82.7459
1/26/2019,106.6013
1/27/2019,202.8771
1/28/2019,244.2887
1/29/2019,268.2819
1/30/2019,39.7878
1/31/2019,89.6268
2/1/2019,288.7625
2/2/2019,188.1699
2/3/2019,303.7732
2/4/2019,147.5458
2/5/2019,185.0405
2/6/2019,248.6345
2/7/2019,219.4099
2/8/2019,206.2971
2/9/2019,102.3212
2/10/2019,217.3353
2/11/2019,67.8275
2/12/2019,213.4981
2/13/2019,76.2489
2/14/2019,97.3791
2/15/2019,265.8704
2/16/2019,162.1516
2/17/2019,250.2750
2/18/2019,74.9303
2/19/2019,326.2333
2/20/2019,229.0699
2/21/2019,294.8567
2/22/2019,296.7805
2/23/2019,81.1793
2/24/2019,274.1778
2/25/2019,16.1833
2/26/2019,85.1415
2/27/2019,64.4488
2/28/2019,262.4584
3/1/2019,234.3243
3/2/2019,298.3349
3/3/2019,314.3479
3/4/2019,188.9800
3/5/2019,208.9008
3/6/2019,125.2232
3/7/2019,17.1835
3/8/2019,50.7153
3/9/2019,130.0236
3/10/2019,174.4979
3/11/2019,254.1060
3/12/2019,207.5345
3/13/2019,71.3026
3/14/2019,133.8326
3/15/2019,287.1448
3/16/2019,174.9241
3/17/2019,60.5389
3/18/2019,102.9449
3/19/2019,66.6794
3/20/2019,236.8564
3/21/2019,122.7194
3/22/2019,288.2687
3/23/2019,283.8220
3/24/2019,123.5950
3/25/2019,323.3510
3/26/2019,39.4922
3/27/2019,242.6975
3/28/2019,124.5212
3/29/2019,153.6603
3/30/2019,287.8928
3/31/2019,183.5847
4/1/2019,65.5832
4/2/2019,9.2538
4/3/2019,256.1729
4/4/2019,261.6959
4/5/2019,220.0379
4/6/2019,227.6635
4/7/2019,109.0778
4/8/2019,88.3256
4/9/2019,193.6399
4/10/2019,74.7475
4/11/2019,200.4257
4/12/2019,296.0388
4/13/2019,204.1757
4/14/2019,199.8766
4/15/2019,95.4715
4/16/2019,57.3982
4/17/2019,298.8426
4/18/2019,323.4242
4/19/2019,156.9068
4/20/2019,215.5628
4/21/2019,195.2788
4/22/2019,147.6315
4/23/2019,118.9743
4/24/2019,45.1287
4/25/2019,253.0163
4/26/2019,116.6932
4/27/2019,316.6002
4/28/2019,112.1373
4/29/2019,254.6213
4/30/2019,121.5976
5/1/2019,155.6197
5/2/2019,23.1713
5/3/2019,252.2784
5/4/2019,151.7622
5/5/2019,171.8337
5/6/2019,139.6039
5/7/2019,42.0803
5/8/2019,265.8284
5/9/2019,254.4712
5/10/2019,41.6162
5/11/2019,177.7902
5/12/2019,52.7321
5/13/2019,117.1984
5/14/2019,231.7344
5/15/2019,135.5250
5/16/2019,16.3957
5/17/2019,170.1569
5/18/2019,105.6637
5/19/2019,75.0986
5/20/2019,99.4350
5/21/2019,116.9863
5/22/2019,228.5233
5/23/2019,173.7671
5/24/2019,267.5016
5/25/2019,192.5883
5/26/2019,145.7449
5/27/2019,212.8424
5/28/2019,56.6426
5/29/2019,221.0385
5/30/2019,111.5651
5/31/2019,48.8048
6/1/2019,267.6818
6/2/2019,193.1883
6/3/2019,167.2933
6/4/2019,133.0788
6/5/2019,299.9225
6/6/2019,203.2552
6/7/2019,167.5113
6/8/2019,160.2383
6/9/2019,288.1747
6/10/2019,242.1713
6/11/2019,171.3246
6/12/2019,115.0016
6/13/2019,60.9084
6/14/2019,105.2665
6/15/2019,258.0350
6/16/2019,141.1919
6/17/2019,284.5983
6/18/2019,50.6535
6/19/2019,150.5942
6/20/2019,186.8266
6/21/2019,124.3077
6/22/2019,90.4452
6/23/2019,116.8914
6/24/2019,50.4362
6/25/2019,92.3226
6/26/2019,305.3414
6/27/2019,240.7135
6/28/2019,54.0338
6/29/2019,254.0960
6/30/2019,187.4959
7/1/2019,165.3558
7/2/2019,40.5632
7/3/2019,144.0435
7/4/2019,308.3940
7/5/2019,219.7660
7/6/2019,307.4841
7/7/2019,54.5170
7/8/2019,84.3164
7/9/2019,99.3920
7/10/2019,237.3197
7/11/2019,177.6514
7/12/2019,119.6667
7/13/2019,123.9132
7/14/2019,67.8803
7/15/2019,218.1413
7/16/2019,242.8624
7/17/2019,205.9021
7/18/2019,119.5745
7/19/2019,262.0966
7/20/2019,178.5412
7/21/2019,48.6718
7/22/2019,29.4919
7/23/2019,211.4681
7/24/2019,266.4451
7/25/2019,85.5081
7/26/2019,258.8076
7/27/2019,156.5294
7/28/2019,240.9652
7/29/2019,167.0360
7/30/2019,144.0051
7/31/2019,30.6900
8/1/2019,152.5645
8/2/2019,56.2700
8/3/2019,249.7167
8/4/2019,142.4290
8/5/2019,201.2744
8/6/2019,36.3187
8/7/2019,128.6449
8/8/2019,270.5738
8/9/2019,157.0180
8/10/2019,159.0499
8/11/2019,239.3996
8/12/2019,93.9849
8/13/2019,33.3163
8/14/2019,104.0964
8/15/2019,133.2902
8/16/2019,201.2002
8/17/2019,97.7068
8/18/2019,167.7759
8/19/2019,90.0739
8/20/2019,266.9437
8/21/2019,210.8967
8/22/2019,117.9625
8/23/2019,135.4851
8/24/2019,152.8514
8/25/2019,212.7018
8/26/2019,189.6897
8/27/2019,50.6377
8/28/2019,244.5673
8/29/2019,217.5679
8/30/2019,27.3139
8/31/2019,88.6782
9/1/2019,322.5386
9/2/2019,225.6332
9/3/2019,31.6834
9/4/2019,252.1471
9/5/2019,29.8894
9/6/2019,355.3564
9/7/2019,275.1032
9/8/2019,28.6169
9/9/2019,114.4319
9/10/2019,196.0497
9/11/2019,247.3443
9/12/2019,52.5578
9/13/2019,47.0770
9/14/2019,204.3317
9/15/2019,196.0635
9/16/2019,49.9174
9/17/2019,362.6741
9/18/2019,119.1840
9/19/2019,93.7729
9/20/2019,126.8096
9/21/2019,207.0518
9/22/2019,356.0340
9/23/2019,339.0318
9/24/2019,81.4832
9/25/2019,122.7684
9/26/2019,171.2111
9/27/2019,208.3680
9/28/2019,94.0332
9/29/2019,162.6113
9/30/2019,350.2250
10/1/2019,187.4271
10/2/2019,24.5424
10/3/2019,192.0245
10/4/2019,56.3873
10/5/2019,294.0916
10/6/2019,234.2534
10/7/2019,58.7724
10/8/2019,185.6353
10/9/2019,223.6963
10/10/2019,287.0370
10/11/2019,26.1241
10/12/2019,96.6891
10/13/2019,287.9368
10/14/2019,76.7896
10/15/2019,227.3961
10/16/2019,222.3192
10/17/2019,38.9256
10/18/2019,321.7144
10/19/2019,291.8257
10/20/2019,109.5988
10/21/2019,57.7742
10/22/2019,256.7335
10/23/2019,110.4374
10/24/2019,181.7468
10/25/2019,201.4464
10/26/2019,254.3490
10/27/2019,162.4978
10/28/2019,47.2280
10/29/2019,282.0134
10/30/2019,246.5633
10/31/2019,84.0231
11/1/2019,343.6983
11/2/2019,285.9123
11/3/2019,198.3829
11/4/2019,211.4260
11/5/2019,187.1990
11/6/2019,187.3857
11/7/2019,44.3335
11/8/2019,333.1997
11/9/2019,226.0453
11/10/2019,56.0376
11/11/2019,267.7880
11/12/2019,81.0923
11/13/2019,214.2489
11/14/2019,340.7669
11/15/2019,175.3193
11/16/2019,83.8763
11/17/2019,69.7077
11/18/2019,411.6886
11/19/2019,267.5923
11/20/2019,62.3614
11/21/2019,268.8203
11/22/2019,283.8911
11/23/2019,317.0210
11/24/2019,123.4486
11/25/2019,353.2519
11/26/2019,369.0866
11/27/2019,31.4432
11/28/2019,77.4906
11/29/2019,367.3418
11/30/2019,135.1430
12/1/2019,265.9186
12/2/2019,142.6279
12/3/2019,35.1552
12/4/2019,157.9645
12/5/2019,239.0536
12/6/2019,254.1213
12/7/2019,186.1545
12/8/2019,60.2034
12/9/2019,189.6659
12/10/2019,176.0014
12/11/2019,60.0305
12/12/2019,60.4528
12/13/2019,26.3536
12/14/2019,234.5352
12/15/2019,168.4000
12/16/2019,113.6052
12/17/2019,317.7776
12/18/2019,179.6604
12/19/2019,141.5721
12/20/2019,339.0385
12/21/2019,287.1898
12/22/2019,173.0588
12/23/2019,304.7273
12/24/2019,251.9054
12/25/2019,333.0857
12/26/2019,301.7645
12/27/2019,64.5852
12/28/2019,275.2044
12/29/2019,82.1534
12/30/2019,134.0021
12/31/2019,275.0313
